Cindfam,Cindoff,Cindon,Cinsfam,Cinsoff,Cinson,Cotsfam,Cotsoff,Cotson,Number of Records,Sisascp,Sisastp,Sisinst,Sislect,Sisnork,Sisprof,Sistotl,Unitid (S2013 Sis),Unitid
,,18882,,,18882,,,20526,1,51,58,22,3,66,79,279,160621,160621
,,18882,,,18882,,,20526,1,51,58,22,3,0,79,213,160621,160621
,,18882,,,18882,,,20526,1,41,22,1,0,0,77,141,160621,160621
,,18882,,,18882,,,20526,1,7,21,0,0,0,2,30,160621,160621
,,18882,,,18882,,,20526,1,3,15,21,3,0,0,42,160621,160621
,,18882,,,18882,,,20526,1,3,15,18,1,0,0,37,160621,160621
,,18882,,,18882,,,20526,1,0,0,3,2,0,0,5,160621,160621
,,18882,,,18882,,,20526,1,0,0,0,0,66,0,66,160621,160621
9677,18319,16191,9677,18319,16191,9677,18319,16191,1,28,57,6,0,0,16,107,160630,160630
9677,18319,16191,9677,18319,16191,9677,18319,16191,1,28,57,6,0,0,16,107,160630,160630
9677,18319,16191,9677,18319,16191,9677,18319,16191,1,21,10,0,0,0,15,46,160630,160630
9677,18319,16191,9677,18319,16191,9677,18319,16191,1,7,44,0,0,0,1,52,160630,160630
9677,18319,16191,9677,18319,16191,9677,18319,16191,1,0,3,6,0,0,0,9,160630,160630
9677,18319,16191,9677,18319,16191,9677,18319,16191,1,0,2,5,0,0,0,7,160630,160630
9677,18319,16191,9677,18319,16191,9677,18319,16191,1,0,0,1,0,0,0,1,160630,160630
9677,18319,16191,9677,18319,16191,9677,18319,16191,1,0,1,0,0,0,0,1,160630,160630
8704,13704,17714,8704,13704,17714,8704,13704,17714,1,11,27,31,0,6,6,81,160649,160649
8704,13704,17714,8704,13704,17714,8704,13704,17714,1,11,27,31,0,0,6,75,160649,160649
8704,13704,17714,8704,13704,17714,8704,13704,17714,1,11,3,0,0,0,5,19,160649,160649
8704,13704,17714,8704,13704,17714,8704,13704,17714,1,0,11,13,0,0,1,25,160649,160649
8704,13704,17714,8704,13704,17714,8704,13704,17714,1,0,13,18,0,0,0,31,160649,160649
8704,13704,17714,8704,13704,17714,8704,13704,17714,1,0,2,7,0,0,0,9,160649,160649
8704,13704,17714,8704,13704,17714,8704,13704,17714,1,0,11,11,0,0,0,22,160649,160649
8704,13704,17714,8704,13704,17714,8704,13704,17714,1,0,0,0,0,6,0,6,160649,160649
11018,21791,19035,11018,21791,19035,20568,31341,28585,1,128,145,191,0,0,141,605,160658,160658
11018,21791,19035,11018,21791,19035,20568,31341,28585,1,128,145,191,0,0,141,605,160658,160658
11018,21791,19035,11018,21791,19035,20568,31341,28585,1,119,26,0,0,0,139,284,160658,160658
11018,21791,19035,11018,21791,19035,20568,31341,28585,1,9,99,3,0,0,1,112,160658,160658
11018,21791,19035,11018,21791,19035,20568,31341,28585,1,0,20,188,0,0,1,209,160658,160658
11018,21791,19035,11018,21791,19035,20568,31341,28585,1,0,20,188,0,0,1,209,160658,160658
8092,16881,,8092,16881,,11404,20193,,1,4,6,61,0,0,0,71,160667,160667
8092,16881,,8092,16881,,11404,20193,,1,4,6,61,0,0,0,71,160667,160667
8092,16881,,8092,16881,,11404,20193,,1,1,2,1,0,0,0,4,160667,160667
8092,16881,,8092,16881,,11404,20193,,1,3,4,60,0,0,0,67,160667,160667
8092,16881,,8092,16881,,11404,20193,,1,3,4,60,0,0,0,67,160667,160667
49166,52066,61178,49166,52066,61178,49166,52066,61178,1,189,205,7,18,125,263,807,160755,160755
49166,52066,61178,49166,52066,61178,49166,52066,61178,1,189,205,7,18,125,263,807,160755,160755
49166,52066,61178,49166,52066,61178,49166,52066,61178,1,166,0,0,0,0,256,422,160755,160755
49166,52066,61178,49166,52066,61178,49166,52066,61178,1,23,162,0,0,1,4,190,160755,160755
49166,52066,61178,49166,52066,61178,49166,52066,61178,1,0,43,7,18,124,3,195,160755,160755
49166,52066,61178,49166,52066,61178,49166,52066,61178,1,0,43,7,18,124,3,195,160755,160755
23701,32490,31501,23701,32490,31501,23701,32490,31501,1,57,104,9,6,0,48,224,160904,160904
23701,32490,31501,23701,32490,31501,23701,32490,31501,1,57,104,9,6,0,48,224,160904,160904
23701,32490,31501,23701,32490,31501,23701,32490,31501,1,40,13,0,0,0,43,96,160904,160904
23701,32490,31501,23701,32490,31501,23701,32490,31501,1,4,67,0,0,0,2,73,160904,160904
23701,32490,31501,23701,32490,31501,23701,32490,31501,1,13,24,9,6,0,3,55,160904,160904
23701,32490,31501,23701,32490,31501,23701,32490,31501,1,13,24,9,6,0,3,55,160904,160904
6735,15715,,6735,15715,,8360,17340,,1,2,2,49,0,0,3,56,160913,160913
6735,15715,,6735,15715,,8360,17340,,1,2,2,49,0,0,3,56,160913,160913
6735,15715,,6735,15715,,8360,17340,,1,1,2,3,0,0,1,7,160913,160913
6735,15715,,6735,15715,,8360,17340,,1,1,0,46,0,0,2,49,160913,160913
6735,15715,,6735,15715,,8360,17340,,1,1,0,46,0,0,2,49,160913,160913
14430,21102,,14430,21102,,14430,21102,,1,0,0,11,0,0,0,11,160940,160940
14430,21102,,14430,21102,,14430,21102,,1,0,0,11,0,0,0,11,160940,160940
14430,21102,,14430,21102,,14430,21102,,1,0,0,11,0,0,0,11,160940,160940
14430,21102,,14430,21102,,14430,21102,,1,0,0,11,0,0,0,11,160940,160940
,,49890,,,49890,,,49890,1,0,0,0,0,0,25,25,160959,160959
,,49890,,,49890,,,49890,1,0,0,0,0,0,25,25,160959,160959
,,49890,,,49890,,,49890,1,0,0,0,0,0,25,25,160959,160959
,,49890,,,49890,,,49890,1,0,0,0,0,0,25,25,160959,160959
,,61000,,,61000,,,61000,1,49,44,1,10,1,56,161,160977,160977
,,61000,,,61000,,,61000,1,49,44,1,10,1,56,161,160977,160977
,,61000,,,61000,,,61000,1,45,0,0,0,0,56,101,160977,160977
,,61000,,,61000,,,61000,1,0,25,0,0,0,0,25,160977,160977
,,61000,,,61000,,,61000,1,4,19,1,10,1,0,35,160977,160977
,,61000,,,61000,,,61000,1,2,4,1,8,1,0,16,160977,160977
,,61000,,,61000,,,61000,1,2,15,0,2,0,0,19,160977,160977
,,59900,,,59900,,,59900,1,58,55,2,25,0,58,198,161004,161004
,,59900,,,59900,,,59900,1,58,55,2,25,0,58,198,161004,161004
,,59900,,,59900,,,59900,1,58,0,0,0,0,58,116,161004,161004
,,59900,,,59900,,,59900,1,0,41,1,0,0,0,42,161004,161004
,,59900,,,59900,,,59900,1,0,14,1,25,0,0,40,161004,161004
,,59900,,,59900,,,59900,1,0,3,0,13,0,0,16,161004,161004
,,59900,,,59900,,,59900,1,0,10,1,12,0,0,23,161004,161004
,,59900,,,59900,,,59900,1,0,1,0,0,0,0,1,161004,161004
15526,24128,19547,15526,24128,19547,15526,24128,19547,1,0,0,16,0,0,0,16,161022,161022
15526,24128,19547,15526,24128,19547,15526,24128,19547,1,0,0,16,0,0,0,16,161022,161022
15526,24128,19547,15526,24128,19547,15526,24128,19547,1,0,0,16,0,0,0,16,161022,161022
15526,24128,19547,15526,24128,19547,15526,24128,19547,1,0,0,6,0,0,0,6,161022,161022
15526,24128,19547,15526,24128,19547,15526,24128,19547,1,0,0,10,0,0,0,10,161022,161022
8530,15030,15136,8530,15030,15136,11170,17670,17776,1,0,0,57,0,0,0,57,161077,161077
8530,15030,15136,8530,15030,15136,11170,17670,17776,1,0,0,57,0,0,0,57,161077,161077
8530,15030,15136,8530,15030,15136,11170,17670,17776,1,0,0,57,0,0,0,57,161077,161077
8530,15030,15136,8530,15030,15136,11170,17670,17776,1,0,0,57,0,0,0,57,161077,161077
47360,52240,59110,47360,52240,59110,47360,52240,59110,1,39,65,1,0,0,71,176,161086,161086
47360,52240,59110,47360,52240,59110,47360,52240,59110,1,39,65,1,0,0,71,176,161086,161086
47360,52240,59110,47360,52240,59110,47360,52240,59110,1,35,0,0,0,0,71,106,161086,161086
47360,52240,59110,47360,52240,59110,47360,52240,59110,1,2,51,1,0,0,0,54,161086,161086
47360,52240,59110,47360,52240,59110,47360,52240,59110,1,2,14,0,0,0,0,16,161086,161086
47360,52240,59110,47360,52240,59110,47360,52240,59110,1,2,6,0,0,0,0,8,161086,161086
47360,52240,59110,47360,52240,59110,47360,52240,59110,1,0,8,0,0,0,0,8,161086,161086
9392,15114,15114,9392,15114,15114,12032,17754,17754,1,0,0,64,0,0,0,64,161138,161138
9392,15114,15114,9392,15114,15114,12032,17754,17754,1,0,0,64,0,0,0,64,161138,161138
9392,15114,15114,9392,15114,15114,12032,17754,17754,1,0,0,64,0,0,0,64,161138,161138
9392,15114,15114,9392,15114,15114,12032,17754,17754,1,0,0,64,0,0,0,64,161138,161138
18680,28580,26286,18680,28580,26286,18680,28580,26286,1,35,60,36,0,18,6,155,161165,161165
18680,28580,26286,18680,28580,26286,18680,28580,26286,1,35,60,36,0,0,6,137,161165,161165
18680,28580,26286,18680,28580,26286,18680,28580,26286,1,35,60,36,0,0,6,137,161165,161165
18680,28580,26286,18680,28580,26286,18680,28580,26286,1,24,23,9,0,0,6,62,161165,161165
18680,28580,26286,18680,28580,26286,18680,28580,26286,1,11,37,27,0,0,0,75,161165,161165
18680,28580,26286,18680,28580,26286,18680,28580,26286,1,0,0,0,0,18,0,18,161165,161165
10104,17416,,10104,17416,,12744,20056,,1,0,0,0,0,45,0,45,161192,161192
10104,17416,,10104,17416,,12744,20056,,1,0,0,0,0,45,0,45,161192,161192
10104,17416,,10104,17416,,12744,20056,,1,0,0,0,0,45,0,45,161192,161192
10104,17416,,10104,17416,,12744,20056,,1,0,0,0,0,45,0,45,161192,161192
25143,34918,,25143,34918,,25143,34918,,1,0,0,9,0,0,0,9,161208,161208
25143,34918,,25143,34918,,25143,34918,,1,0,0,9,0,0,0,9,161208,161208
25143,34918,,25143,34918,,25143,34918,,1,0,0,9,0,0,0,9,161208,161208
25143,34918,,25143,34918,,25143,34918,,1,0,0,9,0,0,0,9,161208,161208
12300,19500,,12300,19500,,21540,28740,,1,25,18,4,14,0,32,93,161217,161217
12300,19500,,12300,19500,,21540,28740,,1,25,18,4,14,0,32,93,161217,161217
12300,19500,,12300,19500,,21540,28740,,1,25,0,0,0,0,32,57,161217,161217
12300,19500,,12300,19500,,21540,28740,,1,0,15,0,1,0,0,16,161217,161217
12300,19500,,12300,19500,,21540,28740,,1,0,3,4,13,0,0,20,161217,161217
12300,19500,,12300,19500,,21540,28740,,1,0,0,3,2,0,0,5,161217,161217
12300,19500,,12300,19500,,21540,28740,,1,0,2,1,9,0,0,12,161217,161217
12300,19500,,12300,19500,,21540,28740,,1,0,1,0,2,0,0,3,161217,161217
12751,21425,21425,12751,21425,21425,21839,30513,30513,1,40,23,5,11,0,40,119,161226,161226
12751,21425,21425,12751,21425,21425,21839,30513,30513,1,40,23,5,11,0,40,119,161226,161226
12751,21425,21425,12751,21425,21425,21839,30513,30513,1,39,0,0,0,0,40,79,161226,161226
12751,21425,21425,12751,21425,21425,21839,30513,30513,1,1,18,1,0,0,0,20,161226,161226
12751,21425,21425,12751,21425,21425,21839,30513,30513,1,0,5,4,11,0,0,20,161226,161226
12751,21425,21425,12751,21425,21425,21839,30513,30513,1,0,3,4,10,0,0,17,161226,161226
12751,21425,21425,12751,21425,21425,21839,30513,30513,1,0,0,0,1,0,0,1,161226,161226
12751,21425,21425,12751,21425,21425,21839,30513,30513,1,0,2,0,0,0,0,2,161226,161226
10575,18325,18795,10575,18325,18795,20535,28285,28755,1,9,8,2,2,0,12,33,161235,161235
10575,18325,18795,10575,18325,18795,20535,28285,28755,1,9,8,2,2,0,12,33,161235,161235
10575,18325,18795,10575,18325,18795,20535,28285,28755,1,8,0,0,0,0,12,20,161235,161235
10575,18325,18795,10575,18325,18795,20535,28285,28755,1,0,5,0,0,0,0,5,161235,161235
10575,18325,18795,10575,18325,18795,20535,28285,28755,1,1,3,2,2,0,0,8,161235,161235
10575,18325,18795,10575,18325,18795,20535,28285,28755,1,1,2,0,2,0,0,5,161235,161235
10575,18325,18795,10575,18325,18795,20535,28285,28755,1,0,1,2,0,0,0,3,161235,161235
10790,18968,18968,10790,18968,18968,22670,30848,30848,1,15,8,1,2,0,6,32,161244,161244
10790,18968,18968,10790,18968,18968,22670,30848,30848,1,15,8,1,2,0,6,32,161244,161244
10790,18968,18968,10790,18968,18968,22670,30848,30848,1,13,0,0,0,0,6,19,161244,161244
10790,18968,18968,10790,18968,18968,22670,30848,30848,1,2,6,1,0,0,0,9,161244,161244
10790,18968,18968,10790,18968,18968,22670,30848,30848,1,0,2,0,2,0,0,4,161244,161244
10790,18968,18968,10790,18968,18968,22670,30848,30848,1,0,2,0,2,0,0,4,161244,161244
13800,23712,23712,13800,23712,23712,31170,41082,41082,1,156,71,8,59,0,195,489,161253,161253
13800,23712,23712,13800,23712,23712,31170,41082,41082,1,156,71,8,59,0,195,489,161253,161253
13800,23712,23712,13800,23712,23712,31170,41082,41082,1,150,0,0,0,0,193,343,161253,161253
13800,23712,23712,13800,23712,23712,31170,41082,41082,1,4,58,0,0,0,0,62,161253,161253
13800,23712,23712,13800,23712,23712,31170,41082,41082,1,2,13,8,59,0,2,84,161253,161253
13800,23712,23712,13800,23712,23712,31170,41082,41082,1,2,3,6,47,0,2,60,161253,161253
13800,23712,23712,13800,23712,23712,31170,41082,41082,1,0,10,2,11,0,0,23,161253,161253
13800,23712,23712,13800,23712,23712,31170,41082,41082,1,0,0,0,1,0,0,1,161253,161253
14550,24098,24098,14550,24098,24098,25370,34918,34918,1,18,16,6,0,3,20,63,161299,161299
14550,24098,24098,14550,24098,24098,25370,34918,34918,1,18,16,6,0,0,20,60,161299,161299
14550,24098,24098,14550,24098,24098,25370,34918,34918,1,18,16,6,0,0,20,60,161299,161299
14550,24098,24098,14550,24098,24098,25370,34918,34918,1,18,16,6,0,0,20,60,161299,161299
14550,24098,24098,14550,24098,24098,25370,34918,34918,1,0,0,0,0,3,0,3,161299,161299
10700,15800,18276,10700,15800,18276,20660,25760,28236,1,14,15,0,6,0,11,46,161341,161341
10700,15800,18276,10700,15800,18276,20660,25760,28236,1,14,15,0,6,0,11,46,161341,161341
10700,15800,18276,10700,15800,18276,20660,25760,28236,1,14,0,0,0,0,11,25,161341,161341
10700,15800,18276,10700,15800,18276,20660,25760,28236,1,0,13,0,0,0,0,13,161341,161341
10700,15800,18276,10700,15800,18276,20660,25760,28236,1,0,2,0,6,0,0,8,161341,161341
10700,15800,18276,10700,15800,18276,20660,25760,28236,1,0,0,0,5,0,0,5,161341,161341
10700,15800,18276,10700,15800,18276,20660,25760,28236,1,0,2,0,1,0,0,3,161341,161341
38195,47895,50295,38195,47895,50295,38195,47895,50295,1,71,95,3,43,3,45,260,161457,161457
38195,47895,50295,38195,47895,50295,38195,47895,50295,1,71,95,3,43,3,45,260,161457,161457
38195,47895,50295,38195,47895,50295,38195,47895,50295,1,51,2,0,0,0,41,94,161457,161457
38195,47895,50295,38195,47895,50295,38195,47895,50295,1,3,42,0,0,0,0,45,161457,161457
38195,47895,50295,38195,47895,50295,38195,47895,50295,1,17,51,3,43,3,4,121,161457,161457
38195,47895,50295,38195,47895,50295,38195,47895,50295,1,17,51,3,41,3,4,119,161457,161457
38195,47895,50295,38195,47895,50295,38195,47895,50295,1,0,0,0,2,0,0,2,161457,161457
11098,18178,14934,11098,18178,14934,13738,20818,17574,1,0,0,48,0,0,0,48,161484,161484
11098,18178,14934,11098,18178,14934,13738,20818,17574,1,0,0,48,0,0,0,48,161484,161484
11098,18178,14934,11098,18178,14934,13738,20818,17574,1,0,0,48,0,0,0,48,161484,161484
11098,18178,14934,11098,18178,14934,13738,20818,17574,1,0,0,48,0,0,0,48,161484,161484
34340,44150,44740,34340,44150,44740,34340,44150,44740,1,8,3,0,0,0,4,15,161509,161509
34340,44150,44740,34340,44150,44740,34340,44150,44740,1,8,3,0,0,0,4,15,161509,161509
34340,44150,44740,34340,44150,44740,34340,44150,44740,1,8,3,0,0,0,4,15,161509,161509
34340,44150,44740,34340,44150,44740,34340,44150,44740,1,7,1,0,0,0,4,12,161509,161509
34340,44150,44740,34340,44150,44740,34340,44150,44740,1,1,2,0,0,0,0,3,161509,161509
34890,42090,45790,34890,42090,45790,34890,42090,45790,1,24,28,5,0,18,9,84,161518,161518
34890,42090,45790,34890,42090,45790,34890,42090,45790,1,24,28,5,0,18,9,84,161518,161518
34890,42090,45790,34890,42090,45790,34890,42090,45790,1,20,8,0,0,0,9,37,161518,161518
34890,42090,45790,34890,42090,45790,34890,42090,45790,1,3,9,0,0,0,0,12,161518,161518
34890,42090,45790,34890,42090,45790,34890,42090,45790,1,1,11,5,0,18,0,35,161518,161518
34890,42090,45790,34890,42090,45790,34890,42090,45790,1,1,11,5,0,0,0,17,161518,161518
34890,42090,45790,34890,42090,45790,34890,42090,45790,1,0,0,0,0,18,0,18,161518,161518
10396,17582,16264,10396,17582,16264,13036,20222,18904,1,23,34,19,0,0,33,109,161545,161545
10396,17582,16264,10396,17582,16264,13036,20222,18904,1,23,34,19,0,0,33,109,161545,161545
10396,17582,16264,10396,17582,16264,13036,20222,18904,1,23,34,19,0,0,33,109,161545,161545
10396,17582,16264,10396,17582,16264,13036,20222,18904,1,23,34,19,0,0,33,109,161545,161545
14274,24062,24062,14274,24062,24062,26634,36422,36422,1,139,29,3,32,0,111,314,161554,161554
14274,24062,24062,14274,24062,24062,26634,36422,36422,1,139,29,3,32,0,111,314,161554,161554
14274,24062,24062,14274,24062,24062,26634,36422,36422,1,133,1,0,0,0,106,240,161554,161554
14274,24062,24062,14274,24062,24062,26634,36422,36422,1,5,28,0,0,0,0,33,161554,161554
14274,24062,24062,14274,24062,24062,26634,36422,36422,1,1,0,3,32,0,5,41,161554,161554
14274,24062,24062,14274,24062,24062,26634,36422,36422,1,1,0,3,10,0,4,18,161554,161554
14274,24062,24062,14274,24062,24062,26634,36422,36422,1,0,0,0,22,0,1,23,161554,161554
26170,32670,35494,26170,32670,35494,26170,32670,35494,1,12,11,2,0,0,6,31,161563,161563
26170,32670,35494,26170,32670,35494,26170,32670,35494,1,12,11,2,0,0,6,31,161563,161563
26170,32670,35494,26170,32670,35494,26170,32670,35494,1,12,11,2,0,0,6,31,161563,161563
26170,32670,35494,26170,32670,35494,26170,32670,35494,1,11,8,0,0,0,4,23,161563,161563
26170,32670,35494,26170,32670,35494,26170,32670,35494,1,1,3,2,0,0,2,8,161563,161563
26980,31910,35864,26980,31910,35864,26980,31910,35864,1,10,10,5,0,1,12,38,161572,161572
26980,31910,35864,26980,31910,35864,26980,31910,35864,1,10,10,5,0,0,12,37,161572,161572
26980,31910,35864,26980,31910,35864,26980,31910,35864,1,10,10,5,0,0,12,37,161572,161572
26980,31910,35864,26980,31910,35864,26980,31910,35864,1,10,10,3,0,0,12,35,161572,161572
26980,31910,35864,26980,31910,35864,26980,31910,35864,1,0,0,2,0,0,0,2,161572,161572
26980,31910,35864,26980,31910,35864,26980,31910,35864,1,0,0,0,0,1,0,1,161572,161572
7218,11648,11448,7218,11648,11448,10598,15028,14828,1,0,0,22,0,0,0,22,161581,161581
7218,11648,11448,7218,11648,11448,10598,15028,14828,1,0,0,22,0,0,0,22,161581,161581
7218,11648,11448,7218,11648,11448,10598,15028,14828,1,0,0,22,0,0,0,22,161581,161581
7218,11648,11448,7218,11648,11448,10598,15028,14828,1,0,0,22,0,0,0,22,161581,161581
8506,17484,17484,11296,20274,20274,12496,21474,21474,1,36,29,14,0,0,32,111,161688,161688
8506,17484,17484,11296,20274,20274,12496,21474,21474,1,36,29,14,0,0,32,111,161688,161688
8506,17484,17484,11296,20274,20274,12496,21474,21474,1,19,13,2,0,0,32,66,161688,161688
8506,17484,17484,11296,20274,20274,12496,21474,21474,1,16,16,5,0,0,0,37,161688,161688
8506,17484,17484,11296,20274,20274,12496,21474,21474,1,1,0,7,0,0,0,8,161688,161688
8506,17484,17484,11296,20274,20274,12496,21474,21474,1,1,0,7,0,0,0,8,161688,161688
10253,20155,,12983,22885,,17393,27295,,1,90,77,14,0,4,80,265,161767,161767
10253,20155,,12983,22885,,17393,27295,,1,90,77,14,0,4,80,265,161767,161767
10253,20155,,12983,22885,,17393,27295,,1,45,10,3,0,0,76,134,161767,161767
10253,20155,,12983,22885,,17393,27295,,1,8,6,1,0,0,1,16,161767,161767
10253,20155,,12983,22885,,17393,27295,,1,37,61,10,0,4,3,115,161767,161767
10253,20155,,12983,22885,,17393,27295,,1,35,17,2,0,0,3,57,161767,161767
10253,20155,,12983,22885,,17393,27295,,1,0,2,0,0,1,0,3,161767,161767
10253,20155,,12983,22885,,17393,27295,,1,2,42,8,0,3,0,55,161767,161767
7574,14095,,7574,14095,,10492,17013,,1,22,69,5,0,0,21,117,161864,161864
7574,14095,,7574,14095,,10492,17013,,1,22,69,5,0,0,21,117,161864,161864
7574,14095,,7574,14095,,10492,17013,,1,22,69,5,0,0,21,117,161864,161864
7574,14095,,7574,14095,,10492,17013,,1,22,69,5,0,0,21,117,161864,161864
19888,27588,,19888,27588,,28338,36038,,1,51,56,0,28,0,62,197,161873,161873
19888,27588,,19888,27588,,28338,36038,,1,51,56,0,28,0,62,197,161873,161873
19888,27588,,19888,27588,,28338,36038,,1,43,2,0,0,0,59,104,161873,161873
19888,27588,,19888,27588,,28338,36038,,1,8,54,0,0,0,1,63,161873,161873
19888,27588,,19888,27588,,28338,36038,,1,0,0,0,28,0,2,30,161873,161873
19888,27588,,19888,27588,,28338,36038,,1,0,0,0,19,0,1,20,161873,161873
19888,27588,,19888,27588,,28338,36038,,1,0,0,0,9,0,1,10,161873,161873
10771,23531,20107,10771,23531,20107,21338,34098,30674,1,52,91,7,41,1,36,228,162007,162007
10771,23531,20107,10771,23531,20107,21338,34098,30674,1,52,91,7,41,1,36,228,162007,162007
10771,23531,20107,10771,23531,20107,21338,34098,30674,1,36,23,0,0,0,35,94,162007,162007
10771,23531,20107,10771,23531,20107,21338,34098,30674,1,12,45,1,1,0,0,59,162007,162007
10771,23531,20107,10771,23531,20107,21338,34098,30674,1,4,23,6,40,1,1,75,162007,162007
10771,23531,20107,10771,23531,20107,21338,34098,30674,1,4,23,6,8,1,1,43,162007,162007
10771,23531,20107,10771,23531,20107,21338,34098,30674,1,0,0,0,32,0,0,32,162007,162007
26496,34510,33460,26496,34510,33460,26496,34510,33460,1,4,4,0,0,0,7,15,162061,162061
26496,34510,33460,26496,34510,33460,26496,34510,33460,1,4,4,0,0,0,7,15,162061,162061
26496,34510,33460,26496,34510,33460,26496,34510,33460,1,4,4,0,0,0,7,15,162061,162061
26496,34510,33460,26496,34510,33460,26496,34510,33460,1,4,4,0,0,0,7,15,162061,162061
9010,15410,,11710,18110,,13060,19460,,1,12,18,1,0,0,19,50,162104,162104
9010,15410,,11710,18110,,13060,19460,,1,12,18,1,0,0,19,50,162104,162104
9010,15410,,11710,18110,,13060,19460,,1,1,1,0,0,0,1,3,162104,162104
9010,15410,,11710,18110,,13060,19460,,1,11,17,1,0,0,18,47,162104,162104
9010,15410,,11710,18110,,13060,19460,,1,11,17,1,0,0,18,47,162104,162104
9000,18499,,11420,20919,,13103,22602,,1,12,19,2,0,2,89,124,162122,162122
9000,18499,,11420,20919,,13103,22602,,1,12,19,2,0,0,89,122,162122,162122
9000,18499,,11420,20919,,13103,22602,,1,6,2,0,0,0,85,93,162122,162122
9000,18499,,11420,20919,,13103,22602,,1,6,1,0,0,0,4,11,162122,162122
9000,18499,,11420,20919,,13103,22602,,1,0,16,2,0,0,0,18,162122,162122
9000,18499,,11420,20919,,13103,22602,,1,0,3,0,0,0,0,3,162122,162122
9000,18499,,11420,20919,,13103,22602,,1,0,13,2,0,0,0,15,162122,162122
9000,18499,,11420,20919,,13103,22602,,1,0,0,0,0,2,0,2,162122,162122
10513,14113,,12175,15775,,14023,17623,,1,16,16,14,1,0,9,56,162168,162168
10513,14113,,12175,15775,,14023,17623,,1,16,16,14,1,0,9,56,162168,162168
10513,14113,,12175,15775,,14023,17623,,1,1,0,0,0,0,1,2,162168,162168
10513,14113,,12175,15775,,14023,17623,,1,15,16,14,1,0,8,54,162168,162168
10513,14113,,12175,15775,,14023,17623,,1,13,13,1,1,0,8,36,162168,162168
10513,14113,,12175,15775,,14023,17623,,1,2,3,13,0,0,0,18,162168,162168
23320,25857,31220,23320,25857,31220,23320,25857,31220,1,16,19,2,0,0,16,53,162210,162210
23320,25857,31220,23320,25857,31220,23320,25857,31220,1,16,19,2,0,0,16,53,162210,162210
23320,25857,31220,23320,25857,31220,23320,25857,31220,1,16,19,2,0,0,16,53,162210,162210
23320,25857,31220,23320,25857,31220,23320,25857,31220,1,15,19,1,0,0,13,48,162210,162210
23320,25857,31220,23320,25857,31220,23320,25857,31220,1,1,0,1,0,0,3,5,162210,162210
10738,17236,19091,10738,17236,19091,15672,22170,24025,1,32,74,0,0,2,22,130,162283,162283
10738,17236,19091,10738,17236,19091,15672,22170,24025,1,32,74,0,0,2,22,130,162283,162283
10738,17236,19091,10738,17236,19091,15672,22170,24025,1,27,27,0,0,0,22,76,162283,162283
10738,17236,19091,10738,17236,19091,15672,22170,24025,1,5,45,0,0,2,0,52,162283,162283
10738,17236,19091,10738,17236,19091,15672,22170,24025,1,0,2,0,0,0,0,2,162283,162283
10738,17236,19091,10738,17236,19091,15672,22170,24025,1,0,1,0,0,0,0,1,162283,162283
10738,17236,19091,10738,17236,19091,15672,22170,24025,1,0,1,0,0,0,0,1,162283,162283
7171,15271,,10339,18439,,12403,20503,,1,26,47,7,0,0,20,100,162557,162557
7171,15271,,10339,18439,,12403,20503,,1,26,47,7,0,0,20,100,162557,162557
7171,15271,,10339,18439,,12403,20503,,1,26,47,7,0,0,20,100,162557,162557
7171,15271,,10339,18439,,12403,20503,,1,1,1,0,0,0,1,3,162557,162557
7171,15271,,10339,18439,,12403,20503,,1,25,46,7,0,0,19,97,162557,162557
12634,18634,20046,12634,18634,20046,23282,29282,30694,1,58,72,5,38,0,79,252,162584,162584
12634,18634,20046,12634,18634,20046,23282,29282,30694,1,58,72,5,38,0,79,252,162584,162584
12634,18634,20046,12634,18634,20046,23282,29282,30694,1,58,18,0,0,0,79,155,162584,162584
12634,18634,20046,12634,18634,20046,23282,29282,30694,1,0,54,5,0,0,0,59,162584,162584
12634,18634,20046,12634,18634,20046,23282,29282,30694,1,0,0,0,38,0,0,38,162584,162584
12634,18634,20046,12634,18634,20046,23282,29282,30694,1,0,0,0,38,0,0,38,162584,162584
8160,16660,13670,11576,20076,17086,12668,21168,18178,1,6,6,0,0,0,10,22,162609,162609
8160,16660,13670,11576,20076,17086,12668,21168,18178,1,6,6,0,0,0,10,22,162609,162609
8160,16660,13670,11576,20076,17086,12668,21168,18178,1,1,0,0,0,0,10,11,162609,162609
8160,16660,13670,11576,20076,17086,12668,21168,18178,1,5,6,0,0,0,0,11,162609,162609
41602,46016,52908,41602,46016,52908,41602,46016,52908,1,45,56,14,0,4,22,141,162654,162654
41602,46016,52908,41602,46016,52908,41602,46016,52908,1,45,56,14,0,4,22,141,162654,162654
41602,46016,52908,41602,46016,52908,41602,46016,52908,1,41,4,0,0,0,22,67,162654,162654
41602,46016,52908,41602,46016,52908,41602,46016,52908,1,2,25,0,0,0,0,27,162654,162654
41602,46016,52908,41602,46016,52908,41602,46016,52908,1,2,27,14,0,4,0,47,162654,162654
41602,46016,52908,41602,46016,52908,41602,46016,52908,1,2,27,14,0,4,0,47,162654,162654
17131,23803,22019,17131,23803,22019,17131,23803,22019,1,0,0,4,0,0,0,4,162681,162681
17131,23803,22019,17131,23803,22019,17131,23803,22019,1,0,0,4,0,0,0,4,162681,162681
17131,23803,22019,17131,23803,22019,17131,23803,22019,1,0,0,4,0,0,0,4,162681,162681
