Cindfam,Cindoff,Cindon,Cinsfam,Cinsoff,Cinson,Cotsfam,Cotsoff,Cotson,Number of Records,Sisascp,Sisastp,Sisinst,Sislect,Sisnork,Sisprof,Sistotl,Unitid (S2013 Sis),Unitid
12312,24654,,12312,24654,,20938,33280,,1,42,3,0,0,0,31,76,201955,201955
12312,24654,,12312,24654,,20938,33280,,1,2,36,1,0,0,0,39,201955,201955
12312,24654,,12312,24654,,20938,33280,,1,1,29,6,0,0,2,38,201955,201955
12312,24654,,12312,24654,,20938,33280,,1,1,2,0,0,0,2,5,201955,201955
12312,24654,,12312,24654,,20938,33280,,1,0,27,6,0,0,0,33,201955,201955
26420,33920,33418,26420,33920,33418,26420,33920,33418,1,5,7,143,0,0,6,161,201964,201964
26420,33920,33418,26420,33920,33418,26420,33920,33418,1,5,7,143,0,0,6,161,201964,201964
26420,33920,33418,26420,33920,33418,26420,33920,33418,1,5,7,143,0,0,6,161,201964,201964
26420,33920,33418,26420,33920,33418,26420,33920,33418,1,5,7,9,0,0,6,27,201964,201964
26420,33920,33418,26420,33920,33418,26420,33920,33418,1,0,0,134,0,0,0,134,201964,201964
6671,14079,,6671,14079,,9503,16911,,1,24,20,22,0,3,14,83,201973,201973
6671,14079,,6671,14079,,9503,16911,,1,24,20,22,0,0,14,80,201973,201973
6671,14079,,6671,14079,,9503,16911,,1,24,20,22,0,0,14,80,201973,201973
6671,14079,,6671,14079,,9503,16911,,1,24,13,1,0,0,13,51,201973,201973
6671,14079,,6671,14079,,9503,16911,,1,0,7,21,0,0,1,29,201973,201973
6671,14079,,6671,14079,,9503,16911,,1,0,0,0,0,3,0,3,201973,201973
46609,51063,54161,46609,51063,54161,46609,51063,54161,1,12,10,7,0,0,14,43,202046,202046
46609,51063,54161,46609,51063,54161,46609,51063,54161,1,12,10,7,0,0,14,43,202046,202046
46609,51063,54161,46609,51063,54161,46609,51063,54161,1,12,10,7,0,0,14,43,202046,202046
46609,51063,54161,46609,51063,54161,46609,51063,54161,1,11,7,0,0,0,12,30,202046,202046
46609,51063,54161,46609,51063,54161,46609,51063,54161,1,1,3,7,0,0,2,13,202046,202046
46569,54669,59413,46569,54669,59413,46569,54669,59413,1,0,0,0,39,0,0,39,202073,202073
46569,54669,59413,46569,54669,59413,46569,54669,59413,1,0,0,0,39,0,0,39,202073,202073
46569,54669,59413,46569,54669,59413,46569,54669,59413,1,0,0,0,39,0,0,39,202073,202073
46569,54669,59413,46569,54669,59413,46569,54669,59413,1,0,0,0,39,0,0,39,202073,202073
13459,25317,25317,13459,25317,25317,16638,28496,28496,1,198,83,12,0,83,135,511,202134,202134
13459,25317,25317,13459,25317,25317,16638,28496,28496,1,198,83,12,0,83,135,511,202134,202134
13459,25317,25317,13459,25317,25317,16638,28496,28496,1,195,0,0,0,0,135,330,202134,202134
13459,25317,25317,13459,25317,25317,16638,28496,28496,1,3,77,0,0,2,0,82,202134,202134
13459,25317,25317,13459,25317,25317,16638,28496,28496,1,0,6,12,0,81,0,99,202134,202134
13459,25317,25317,13459,25317,25317,16638,28496,28496,1,0,6,12,0,81,0,99,202134,202134
17773,22773,24925,17773,22773,24925,17773,22773,24925,1,0,0,22,0,0,0,22,202161,202161
17773,22773,24925,17773,22773,24925,17773,22773,24925,1,0,0,22,0,0,0,22,202161,202161
17773,22773,24925,17773,22773,24925,17773,22773,24925,1,0,0,22,0,0,0,22,202161,202161
17773,22773,24925,17773,22773,24925,17773,22773,24925,1,0,0,22,0,0,0,22,202161,202161
34840,41980,42430,34840,41980,42430,34840,41980,42430,1,19,25,5,0,0,26,75,202170,202170
34840,41980,42430,34840,41980,42430,34840,41980,42430,1,19,25,5,0,0,26,75,202170,202170
34840,41980,42430,34840,41980,42430,34840,41980,42430,1,19,25,5,0,0,26,75,202170,202170
34840,41980,42430,34840,41980,42430,34840,41980,42430,1,19,25,0,0,0,26,70,202170,202170
34840,41980,42430,34840,41980,42430,34840,41980,42430,1,0,0,5,0,0,0,5,202170,202170
7122,13518,,7122,13518,,11518,17914,,1,57,72,127,0,47,40,343,202222,202222
7122,13518,,7122,13518,,11518,17914,,1,57,72,127,0,47,40,343,202222,202222
7122,13518,,7122,13518,,11518,17914,,1,57,72,37,0,0,40,206,202222,202222
7122,13518,,7122,13518,,11518,17914,,1,0,0,90,0,0,0,90,202222,202222
7122,13518,,7122,13518,,11518,17914,,1,0,0,0,0,47,0,47,202222,202222
7122,13518,,7122,13518,,11518,17914,,1,0,0,0,0,47,0,47,202222,202222
7196,13196,,8013,14013,,11528,17528,,1,67,250,0,15,1,27,360,202356,202356
7196,13196,,8013,14013,,11528,17528,,1,67,250,0,15,1,27,360,202356,202356
7196,13196,,8013,14013,,11528,17528,,1,66,144,0,0,0,27,237,202356,202356
7196,13196,,8013,14013,,11528,17528,,1,1,106,0,0,0,0,107,202356,202356
7196,13196,,8013,14013,,11528,17528,,1,0,0,0,15,1,0,16,202356,202356
7196,13196,,8013,14013,,11528,17528,,1,0,0,0,15,1,0,16,202356,202356
19086,30444,,19086,30444,,19086,30444,,1,0,4,2,0,0,0,6,202435,202435
19086,30444,,19086,30444,,19086,30444,,1,0,4,2,0,0,0,6,202435,202435
19086,30444,,19086,30444,,19086,30444,,1,0,4,2,0,0,0,6,202435,202435
19086,30444,,19086,30444,,19086,30444,,1,0,4,2,0,0,0,6,202435,202435
38050,40550,49540,38050,40550,49540,38050,40550,49540,1,165,97,0,108,43,137,550,202480,202480
38050,40550,49540,38050,40550,49540,38050,40550,49540,1,165,97,0,108,36,137,543,202480,202480
38050,40550,49540,38050,40550,49540,38050,40550,49540,1,163,7,0,0,0,137,307,202480,202480
38050,40550,49540,38050,40550,49540,38050,40550,49540,1,2,90,0,0,0,0,92,202480,202480
38050,40550,49540,38050,40550,49540,38050,40550,49540,1,0,0,0,108,36,0,144,202480,202480
38050,40550,49540,38050,40550,49540,38050,40550,49540,1,0,0,0,108,36,0,144,202480,202480
38050,40550,49540,38050,40550,49540,38050,40550,49540,1,0,0,0,0,7,0,7,202480,202480
33640,42900,41700,33640,42900,41700,33640,42900,41700,1,10,20,0,0,0,9,39,202514,202514
33640,42900,41700,33640,42900,41700,33640,42900,41700,1,10,20,0,0,0,9,39,202514,202514
33640,42900,41700,33640,42900,41700,33640,42900,41700,1,9,1,0,0,0,9,19,202514,202514
33640,42900,41700,33640,42900,41700,33640,42900,41700,1,0,14,0,0,0,0,14,202514,202514
33640,42900,41700,33640,42900,41700,33640,42900,41700,1,1,5,0,0,0,0,6,202514,202514
33640,42900,41700,33640,42900,41700,33640,42900,41700,1,1,4,0,0,0,0,5,202514,202514
33640,42900,41700,33640,42900,41700,33640,42900,41700,1,0,1,0,0,0,0,1,202514,202514
45760,56520,56520,45760,56520,56520,45760,56520,56520,1,93,97,5,0,0,37,232,202523,202523
45760,56520,56520,45760,56520,56520,45760,56520,56520,1,93,97,5,0,0,37,232,202523,202523
45760,56520,56520,45760,56520,56520,45760,56520,56520,1,91,1,0,0,0,37,129,202523,202523
45760,56520,56520,45760,56520,56520,45760,56520,56520,1,1,72,0,0,0,0,73,202523,202523
45760,56520,56520,45760,56520,56520,45760,56520,56520,1,1,24,5,0,0,0,30,202523,202523
45760,56520,56520,45760,56520,56520,45760,56520,56520,1,1,24,5,0,0,0,30,202523,202523
8331,16202,,8331,16202,,11841,19712,,1,15,16,15,0,1,4,51,202648,202648
8331,16202,,8331,16202,,11841,19712,,1,15,16,15,0,0,4,50,202648,202648
8331,16202,,8331,16202,,11841,19712,,1,15,16,15,0,0,4,50,202648,202648
8331,16202,,8331,16202,,11841,19712,,1,15,16,15,0,0,4,50,202648,202648
8331,16202,,8331,16202,,11841,19712,,1,0,0,0,0,1,0,1,202648,202648
19845,23345,,19845,23345,,19845,23345,,1,0,0,15,0,0,0,15,202684,202684
19845,23345,,19845,23345,,19845,23345,,1,0,0,15,0,0,0,15,202684,202684
19845,23345,,19845,23345,,19845,23345,,1,0,0,15,0,0,0,15,202684,202684
19845,23345,,19845,23345,,19845,23345,,1,0,0,15,0,0,0,15,202684,202684
31973,37293,41306,31973,37293,41306,31973,37293,41306,1,55,82,40,0,0,32,209,202763,202763
31973,37293,41306,31973,37293,41306,31973,37293,41306,1,55,82,40,0,0,32,209,202763,202763
31973,37293,41306,31973,37293,41306,31973,37293,41306,1,43,22,0,0,0,30,95,202763,202763
31973,37293,41306,31973,37293,41306,31973,37293,41306,1,7,40,1,0,0,1,49,202763,202763
31973,37293,41306,31973,37293,41306,31973,37293,41306,1,5,20,39,0,0,1,65,202763,202763
31973,37293,41306,31973,37293,41306,31973,37293,41306,1,5,20,39,0,0,1,65,202763,202763
16117,30067,,16117,30067,,16117,30067,,1,0,0,0,0,0,61,61,202806,202806
16117,30067,,16117,30067,,16117,30067,,1,0,0,0,0,0,61,61,202806,202806
16117,30067,,16117,30067,,16117,30067,,1,0,0,0,0,0,61,61,202806,202806
16117,30067,,16117,30067,,16117,30067,,1,0,0,0,0,0,61,61,202806,202806
14050,23050,14900,14050,23050,14900,14050,23050,14900,1,2,10,2,0,0,6,20,202903,202903
14050,23050,14900,14050,23050,14900,14050,23050,14900,1,2,10,2,0,0,6,20,202903,202903
14050,23050,14900,14050,23050,14900,14050,23050,14900,1,2,10,2,0,0,6,20,202903,202903
14050,23050,14900,14050,23050,14900,14050,23050,14900,1,2,10,2,0,0,6,20,202903,202903
24675,40872,,24675,40872,,24675,40872,,1,11,10,6,0,0,2,29,202912,202912
24675,40872,,24675,40872,,24675,40872,,1,11,10,6,0,0,2,29,202912,202912
24675,40872,,24675,40872,,24675,40872,,1,11,10,6,0,0,2,29,202912,202912
24675,40872,,24675,40872,,24675,40872,,1,11,10,6,0,0,2,29,202912,202912
29180,34148,38154,29180,34148,38154,29180,34148,38154,1,5,25,2,0,0,19,51,203085,203085
29180,34148,38154,29180,34148,38154,29180,34148,38154,1,5,25,2,0,0,19,51,203085,203085
29180,34148,38154,29180,34148,38154,29180,34148,38154,1,4,0,0,0,0,16,20,203085,203085
29180,34148,38154,29180,34148,38154,29180,34148,38154,1,1,12,0,0,0,2,15,203085,203085
29180,34148,38154,29180,34148,38154,29180,34148,38154,1,0,13,2,0,0,1,16,203085,203085
29180,34148,38154,29180,34148,38154,29180,34148,38154,1,0,2,0,0,0,0,2,203085,203085
29180,34148,38154,29180,34148,38154,29180,34148,38154,1,0,11,2,0,0,1,14,203085,203085
35949,42813,43145,35949,42813,43145,35949,42813,43145,1,24,28,8,0,0,20,80,203128,203128
35949,42813,43145,35949,42813,43145,35949,42813,43145,1,24,28,8,0,0,20,80,203128,203128
35949,42813,43145,35949,42813,43145,35949,42813,43145,1,22,0,0,0,0,20,42,203128,203128
35949,42813,43145,35949,42813,43145,35949,42813,43145,1,2,24,2,0,0,0,28,203128,203128
35949,42813,43145,35949,42813,43145,35949,42813,43145,1,0,4,6,0,0,0,10,203128,203128
35949,42813,43145,35949,42813,43145,35949,42813,43145,1,0,4,6,0,0,0,10,203128,203128
9418,14570,14570,9418,14570,14570,13708,18860,18860,1,10,23,68,25,21,26,173,203155,203155
9418,14570,14570,9418,14570,14570,13708,18860,18860,1,10,23,68,25,21,26,173,203155,203155
9418,14570,14570,9418,14570,14570,13708,18860,18860,1,10,23,68,25,21,26,173,203155,203155
9418,14570,14570,9418,14570,14570,13708,18860,18860,1,9,23,67,5,16,26,146,203155,203155
9418,14570,14570,9418,14570,14570,13708,18860,18860,1,1,0,1,20,5,0,27,203155,203155
22431,29926,,22431,29926,,22431,29926,,1,0,0,4,0,0,0,4,203313,203313
22431,29926,,22431,29926,,22431,29926,,1,0,0,4,0,0,0,4,203313,203313
22431,29926,,22431,29926,,22431,29926,,1,0,0,4,0,0,0,4,203313,203313
22431,29926,,22431,29926,,22431,29926,,1,0,0,4,0,0,0,4,203313,203313
6615,8915,,6720,9020,,7560,9860,,1,11,17,10,0,0,5,43,203331,203331
6615,8915,,6720,9020,,7560,9860,,1,11,17,10,0,0,5,43,203331,203331
6615,8915,,6720,9020,,7560,9860,,1,11,17,10,0,0,5,43,203331,203331
6615,8915,,6720,9020,,7560,9860,,1,11,17,10,0,0,5,43,203331,203331
37970,48310,48310,37970,48310,48310,37970,48310,48310,1,66,57,1,0,5,61,190,203368,203368
37970,48310,48310,37970,48310,48310,37970,48310,48310,1,66,57,1,0,5,61,190,203368,203368
37970,48310,48310,37970,48310,48310,37970,48310,48310,1,65,11,0,0,4,60,140,203368,203368
37970,48310,48310,37970,48310,48310,37970,48310,48310,1,1,32,1,0,1,0,35,203368,203368
37970,48310,48310,37970,48310,48310,37970,48310,48310,1,0,14,0,0,0,1,15,203368,203368
37970,48310,48310,37970,48310,48310,37970,48310,48310,1,0,14,0,0,0,1,15,203368,203368
25520,38122,,25520,38122,,25520,38122,,1,0,0,0,0,105,0,105,203386,203386
25520,38122,,25520,38122,,25520,38122,,1,0,0,0,0,105,0,105,203386,203386
25520,38122,,25520,38122,,25520,38122,,1,0,0,0,0,105,0,105,203386,203386
25520,38122,,25520,38122,,25520,38122,,1,0,0,0,0,105,0,105,203386,203386
11636,21596,,11636,21596,,19596,29556,,1,18,17,0,13,0,2,50,203447,203447
11636,21596,,11636,21596,,19596,29556,,1,18,17,0,13,0,2,50,203447,203447
11636,21596,,11636,21596,,19596,29556,,1,13,1,0,0,0,2,16,203447,203447
11636,21596,,11636,21596,,19596,29556,,1,1,3,0,0,0,0,4,203447,203447
11636,21596,,11636,21596,,19596,29556,,1,4,13,0,13,0,0,30,203447,203447
11636,21596,,11636,21596,,19596,29556,,1,4,13,0,13,0,0,30,203447,203447
11636,21596,,11636,21596,,19596,29556,,1,13,12,0,2,0,0,27,203456,203456
11636,21596,,11636,21596,,19596,29556,,1,13,12,0,2,0,0,27,203456,203456
11636,21596,,11636,21596,,19596,29556,,1,7,2,0,0,0,0,9,203456,203456
11636,21596,,11636,21596,,19596,29556,,1,0,3,0,0,0,0,3,203456,203456
11636,21596,,11636,21596,,19596,29556,,1,6,7,0,2,0,0,15,203456,203456
11636,21596,,11636,21596,,19596,29556,,1,6,7,0,2,0,0,15,203456,203456
11636,21596,,11636,21596,,19596,29556,,1,46,48,0,10,0,6,110,203465,203465
11636,21596,,11636,21596,,19596,29556,,1,46,48,0,10,0,6,110,203465,203465
11636,21596,,11636,21596,,19596,29556,,1,30,9,0,0,0,6,45,203465,203465
11636,21596,,11636,21596,,19596,29556,,1,0,29,0,0,0,0,29,203465,203465
11636,21596,,11636,21596,,19596,29556,,1,16,10,0,10,0,0,36,203465,203465
11636,21596,,11636,21596,,19596,29556,,1,16,10,0,10,0,0,36,203465,203465
11636,21596,,11636,21596,,19596,29556,,1,31,19,0,5,0,3,58,203474,203474
11636,21596,,11636,21596,,19596,29556,,1,31,19,0,5,0,3,58,203474,203474
11636,21596,,11636,21596,,19596,29556,,1,23,4,0,0,0,3,30,203474,203474
11636,21596,,11636,21596,,19596,29556,,1,1,2,0,0,0,0,3,203474,203474
11636,21596,,11636,21596,,19596,29556,,1,7,13,0,5,0,0,25,203474,203474
11636,21596,,11636,21596,,19596,29556,,1,7,13,0,5,0,0,25,203474,203474
11636,21596,,11636,21596,,19596,29556,,1,21,20,0,9,0,4,54,203483,203483
11636,21596,,11636,21596,,19596,29556,,1,21,20,0,9,0,4,54,203483,203483
11636,21596,,11636,21596,,19596,29556,,1,17,2,0,0,0,4,23,203483,203483
11636,21596,,11636,21596,,19596,29556,,1,0,9,0,0,0,0,9,203483,203483
11636,21596,,11636,21596,,19596,29556,,1,4,9,0,9,0,0,22,203483,203483
11636,21596,,11636,21596,,19596,29556,,1,4,9,0,9,0,0,22,203483,203483
11636,21596,,11636,21596,,19596,29556,,1,17,19,0,6,0,3,45,203492,203492
11636,21596,,11636,21596,,19596,29556,,1,17,19,0,6,0,3,45,203492,203492
11636,21596,,11636,21596,,19596,29556,,1,8,4,0,0,0,3,15,203492,203492
11636,21596,,11636,21596,,19596,29556,,1,0,3,0,0,0,0,3,203492,203492
11636,21596,,11636,21596,,19596,29556,,1,9,12,0,6,0,0,27,203492,203492
11636,21596,,11636,21596,,19596,29556,,1,9,12,0,6,0,0,27,203492,203492
16406,24926,24926,16406,24926,24926,24366,32886,32886,1,361,297,0,98,13,171,940,203517,203517
16406,24926,24926,16406,24926,24926,24366,32886,32886,1,361,297,0,98,9,171,936,203517,203517
16406,24926,24926,16406,24926,24926,24366,32886,32886,1,271,17,0,0,0,163,451,203517,203517
16406,24926,24926,16406,24926,24926,24366,32886,32886,1,10,154,0,0,0,0,164,203517,203517
16406,24926,24926,16406,24926,24926,24366,32886,32886,1,80,126,0,98,9,8,321,203517,203517
16406,24926,24926,16406,24926,24926,24366,32886,32886,1,80,126,0,98,9,8,321,203517,203517
16406,24926,24926,16406,24926,24926,24366,32886,32886,1,0,0,0,0,4,0,4,203517,203517
11636,21596,,11636,21596,,19596,29556,,1,12,14,0,10,0,2,38,203526,203526
11636,21596,,11636,21596,,19596,29556,,1,12,14,0,10,0,2,38,203526,203526
11636,21596,,11636,21596,,19596,29556,,1,5,0,0,0,0,2,7,203526,203526
11636,21596,,11636,21596,,19596,29556,,1,0,2,0,0,0,0,2,203526,203526
11636,21596,,11636,21596,,19596,29556,,1,7,12,0,10,0,0,29,203526,203526
11636,21596,,11636,21596,,19596,29556,,1,7,12,0,10,0,0,29,203526,203526
,,60070,,,60070,,,60070,1,50,43,5,0,1,58,157,203535,203535
,,60070,,,60070,,,60070,1,50,43,5,0,1,58,157,203535,203535
,,60070,,,60070,,,60070,1,49,6,0,0,0,57,112,203535,203535
,,60070,,,60070,,,60070,1,1,23,0,0,0,0,24,203535,203535
,,60070,,,60070,,,60070,1,0,14,5,0,1,1,21,203535,203535
,,60070,,,60070,,,60070,1,0,9,1,0,1,1,12,203535,203535
,,60070,,,60070,,,60070,1,0,5,4,0,0,0,9,203535,203535
16398,29267,21762,16398,29267,21762,16398,29267,21762,1,24,17,1,0,0,18,60,203544,203544
16398,29267,21762,16398,29267,21762,16398,29267,21762,1,24,17,1,0,0,18,60,203544,203544
16398,29267,21762,16398,29267,21762,16398,29267,21762,1,24,17,1,0,0,18,60,203544,203544
16398,29267,21762,16398,29267,21762,16398,29267,21762,1,24,17,1,0,0,18,60,203544,203544
31998,38174,40364,31998,38174,40364,31998,38174,40364,1,13,21,2,0,0,5,41,203580,203580
31998,38174,40364,31998,38174,40364,31998,38174,40364,1,13,21,2,0,0,5,41,203580,203580
31998,38174,40364,31998,38174,40364,31998,38174,40364,1,12,1,0,0,0,4,17,203580,203580
31998,38174,40364,31998,38174,40364,31998,38174,40364,1,1,13,0,0,0,0,14,203580,203580
31998,38174,40364,31998,38174,40364,31998,38174,40364,1,0,7,2,0,0,1,10,203580,203580
31998,38174,40364,31998,38174,40364,31998,38174,40364,1,0,7,2,0,0,1,10,203580,203580
9307,14128,,10156,14977,,14996,19817,,1,23,14,10,0,1,71,119,203599,203599
9307,14128,,10156,14977,,14996,19817,,1,23,14,10,0,1,71,119,203599,203599
9307,14128,,10156,14977,,14996,19817,,1,21,8,4,0,0,71,104,203599,203599
9307,14128,,10156,14977,,14996,19817,,1,2,6,6,0,0,0,14,203599,203599
9307,14128,,10156,14977,,14996,19817,,1,0,0,0,0,1,0,1,203599,203599
9307,14128,,10156,14977,,14996,19817,,1,0,0,0,0,1,0,1,203599,203599
10037,17502,,10037,17502,,14736,22201,,1,5,26,32,1,0,7,71,203678,203678
10037,17502,,10037,17502,,14736,22201,,1,5,26,32,1,0,7,71,203678,203678
10037,17502,,10037,17502,,14736,22201,,1,5,26,32,1,0,7,71,203678,203678
10037,17502,,10037,17502,,14736,22201,,1,5,26,32,1,0,7,71,203678,203678
15025,25150,,15025,25150,,15025,25150,,1,0,0,7,0,0,0,7,203720,203720
15025,25150,,15025,25150,,15025,25150,,1,0,0,7,0,0,0,7,203720,203720
15025,25150,,15025,25150,,15025,25150,,1,0,0,7,0,0,0,7,203720,203720
15025,25150,,15025,25150,,15025,25150,,1,0,0,7,0,0,0,7,203720,203720
15025,25150,,15025,25150,,15025,25150,,1,0,0,7,0,0,0,7,203739,203739
15025,25150,,15025,25150,,15025,25150,,1,0,0,7,0,0,0,7,203739,203739
15025,25150,,15025,25150,,15025,25150,,1,0,0,7,0,0,0,7,203739,203739
15025,25150,,15025,25150,,15025,25150,,1,0,0,7,0,0,0,7,203739,203739
6394,10048,,6975,10629,,10476,14130,,1,45,27,15,0,2,35,124,203748,203748
6394,10048,,6975,10629,,10476,14130,,1,45,27,15,0,0,35,122,203748,203748
6394,10048,,6975,10629,,10476,14130,,1,42,14,2,0,0,34,92,203748,203748
6394,10048,,6975,10629,,10476,14130,,1,3,10,4,0,0,1,18,203748,203748
6394,10048,,6975,10629,,10476,14130,,1,0,3,9,0,0,0,12,203748,203748
6394,10048,,6975,10629,,10476,14130,,1,0,0,2,0,0,0,2,203748,203748
6394,10048,,6975,10629,,10476,14130,,1,0,3,7,0,0,0,10,203748,203748
6394,10048,,6975,10629,,10476,14130,,1,0,0,0,0,2,0,2,203748,203748
22757,30283,31157,22757,30283,31157,22757,30283,31157,1,31,32,11,0,0,13,87,203757,203757
22757,30283,31157,22757,30283,31157,22757,30283,31157,1,31,32,11,0,0,13,87,203757,203757
22757,30283,31157,22757,30283,31157,22757,30283,31157,1,31,32,11,0,0,13,87,203757,203757
22757,30283,31157,22757,30283,31157,22757,30283,31157,1,27,16,3,0,0,11,57,203757,203757
22757,30283,31157,22757,30283,31157,22757,30283,31157,1,4,16,8,0,0,2,30,203757,203757
29478,35078,37934,29478,35078,37934,29478,35078,37934,1,23,22,11,3,0,43,102,203775,203775
29478,35078,37934,29478,35078,37934,29478,35078,37934,1,23,22,11,3,0,43,102,203775,203775
29478,35078,37934,29478,35078,37934,29478,35078,37934,1,19,0,0,0,0,43,62,203775,203775
29478,35078,37934,29478,35078,37934,29478,35078,37934,1,4,21,0,0,0,0,25,203775,203775
29478,35078,37934,29478,35078,37934,29478,35078,37934,1,0,1,11,3,0,0,15,203775,203775
29478,35078,37934,29478,35078,37934,29478,35078,37934,1,0,1,11,3,0,0,15,203775,203775
35004,38572,44362,35004,38572,44362,35004,38572,44362,1,46,30,13,0,3,22,114,203845,203845
35004,38572,44362,35004,38572,44362,35004,38572,44362,1,46,30,13,0,3,22,114,203845,203845
35004,38572,44362,35004,38572,44362,35004,38572,44362,1,39,0,0,0,0,22,61,203845,203845
35004,38572,44362,35004,38572,44362,35004,38572,44362,1,3,19,0,0,0,0,22,203845,203845
35004,38572,44362,35004,38572,44362,35004,38572,44362,1,4,11,13,0,3,0,31,203845,203845
35004,38572,44362,35004,38572,44362,35004,38572,44362,1,4,11,13,0,3,0,31,203845,203845
8872,14342,,8872,14342,,10982,16452,,1,10,8,18,0,0,19,55,203881,203881
8872,14342,,8872,14342,,10982,16452,,1,10,8,18,0,0,19,55,203881,203881
8872,14342,,8872,14342,,10982,16452,,1,10,8,18,0,0,19,55,203881,203881
8872,14342,,8872,14342,,10982,16452,,1,10,8,18,0,0,19,55,203881,203881
19634,27634,,19634,27634,,19634,27634,,1,18,22,23,0,0,6,69,203960,203960
19634,27634,,19634,27634,,19634,27634,,1,18,22,23,0,0,6,69,203960,203960
19634,27634,,19634,27634,,19634,27634,,1,18,22,23,0,0,6,69,203960,203960
19634,27634,,19634,27634,,19634,27634,,1,17,18,0,0,0,6,41,203960,203960
19634,27634,,19634,27634,,19634,27634,,1,1,4,23,0,0,0,28,203960,203960
12333,20973,,12333,20973,,21426,30066,,1,24,24,14,19,0,11,92,204006,204006
12333,20973,,12333,20973,,21426,30066,,1,24,24,14,19,0,11,92,204006,204006
12333,20973,,12333,20973,,21426,30066,,1,22,0,0,0,0,11,33,204006,204006
12333,20973,,12333,20973,,21426,30066,,1,2,24,1,0,0,0,27,204006,204006
12333,20973,,12333,20973,,21426,30066,,1,0,0,13,19,0,0,32,204006,204006
12333,20973,,12333,20973,,21426,30066,,1,0,0,0,11,0,0,11,204006,204006
12333,20973,,12333,20973,,21426,30066,,1,0,0,13,8,0,0,21,204006,204006
12333,20973,,12333,20973,,21426,30066,,1,17,10,4,10,6,8,55,204015,204015
12333,20973,,12333,20973,,21426,30066,,1,17,10,4,10,6,8,55,204015,204015
12333,20973,,12333,20973,,21426,30066,,1,17,1,0,0,0,8,26,204015,204015
12333,20973,,12333,20973,,21426,30066,,1,0,9,0,0,0,0,9,204015,204015
12333,20973,,12333,20973,,21426,30066,,1,0,0,4,10,6,0,20,204015,204015
12333,20973,,12333,20973,,21426,30066,,1,0,0,0,10,0,0,10,204015,204015
12333,20973,,12333,20973,,21426,30066,,1,0,0,4,0,6,0,10,204015,204015
21061,29701,29701,21061,29701,29701,36851,45491,45491,1,241,121,81,95,86,219,843,204024,204024
21061,29701,29701,21061,29701,29701,36851,45491,45491,1,241,121,81,95,86,219,843,204024,204024
21061,29701,29701,21061,29701,29701,36851,45491,45491,1,238,3,0,0,0,219,460,204024,204024
21061,29701,29701,21061,29701,29701,36851,45491,45491,1,3,115,2,0,0,0,120,204024,204024
21061,29701,29701,21061,29701,29701,36851,45491,45491,1,0,3,79,95,86,0,263,204024,204024
21061,29701,29701,21061,29701,29701,36851,45491,45491,1,0,0,0,95,0,0,95,204024,204024
21061,29701,29701,21061,29701,29701,36851,45491,45491,1,0,3,79,0,86,0,168,204024,204024
20049,27020,,20049,27020,,20049,27020,,1,0,0,9,0,0,0,9,204060,204060
20049,27020,,20049,27020,,20049,27020,,1,0,0,9,0,0,0,9,204060,204060
20049,27020,,20049,27020,,20049,27020,,1,0,0,9,0,0,0,9,204060,204060
20049,27020,,20049,27020,,20049,27020,,1,0,0,9,0,0,0,9,204060,204060
16041,29433,24041,16041,29433,24041,16041,29433,24041,1,6,26,26,0,0,0,58,204176,204176
16041,29433,24041,16041,29433,24041,16041,29433,24041,1,6,26,26,0,0,0,58,204176,204176
16041,29433,24041,16041,29433,24041,16041,29433,24041,1,6,26,26,0,0,0,58,204176,204176
16041,29433,24041,16041,29433,24041,16041,29433,24041,1,6,26,26,0,0,0,58,204176,204176
32450,34100,38895,32450,34100,38895,32450,34100,38895,1,31,45,10,0,0,43,129,204185,204185
32450,34100,38895,32450,34100,38895,32450,34100,38895,1,31,45,10,0,0,43,129,204185,204185
32450,34100,38895,32450,34100,38895,32450,34100,38895,1,26,1,0,0,0,41,68,204185,204185
32450,34100,38895,32450,34100,38895,32450,34100,38895,1,2,33,0,0,0,1,36,204185,204185
32450,34100,38895,32450,34100,38895,32450,34100,38895,1,3,11,10,0,0,1,25,204185,204185
32450,34100,38895,32450,34100,38895,32450,34100,38895,1,3,11,6,0,0,1,21,204185,204185
32450,34100,38895,32450,34100,38895,32450,34100,38895,1,0,0,4,0,0,0,4,204185,204185
28590,31380,35020,28590,31380,35020,28590,31380,35020,1,19,28,4,0,0,39,90,204194,204194
28590,31380,35020,28590,31380,35020,28590,31380,35020,1,19,28,4,0,0,39,90,204194,204194
28590,31380,35020,28590,31380,35020,28590,31380,35020,1,19,28,4,0,0,39,90,204194,204194
28590,31380,35020,28590,31380,35020,28590,31380,35020,1,8,5,0,0,0,30,43,204194,204194
28590,31380,35020,28590,31380,35020,28590,31380,35020,1,11,23,4,0,0,9,47,204194,204194
28300,37600,35880,28300,37600,35880,28300,37600,35880,1,43,45,8,0,0,15,111,204200,204200
28300,37600,35880,28300,37600,35880,28300,37600,35880,1,43,45,8,0,0,15,111,204200,204200
28300,37600,35880,28300,37600,35880,28300,37600,35880,1,34,0,0,0,0,14,48,204200,204200
28300,37600,35880,28300,37600,35880,28300,37600,35880,1,3,21,0,0,0,0,24,204200,204200
28300,37600,35880,28300,37600,35880,28300,37600,35880,1,6,24,8,0,0,1,39,204200,204200
