Month_name, ORG_NAME, BID_PRICE, BID_CAPACITY, LOCATION_DESCRIPTION, OFFER_PRICE, OFFER_CAPACITY,AuctionType
April,7,0.13,3,2,,,Obligation
April,7,0.14,5,2,,,Obligation
April,7,1.51,17,1,,,Obligation
April,7,1.51,10,7,,,Obligation
April,7,1.52,13,1,,,Obligation
April,7,1.52,8,7,,,Obligation
April,7,1.53,13,1,,,Obligation
April,7,1.53,8,7,,,Obligation
April,7,1.54,9,1,,,Obligation
April,7,1.54,5,7,,,Obligation
April,7,1.55,4,1,,,Obligation
April,7,1.55,3,7,,,Obligation
April,7,1.56,4,1,,,Obligation
April,7,1.56,3,7,,,Obligation
April,7,1.57,4,1,,,Obligation
April,7,1.57,3,7,,,Obligation
April,7,1.58,4,1,,,Obligation
April,7,1.58,3,7,,,Obligation
April,7,1.59,4,1,,,Obligation
April,7,1.59,3,7,,,Obligation
April,7,1.6,9,1,,,Obligation
April,7,1.6,5,7,,,Obligation
April,7,1.61,9,1,,,Obligation
April,7,1.61,5,7,,,Obligation
April,7,1.62,9,1,,,Obligation
April,7,1.62,5,7,,,Obligation
April,7,1.63,9,1,,,Obligation
April,7,1.63,5,7,,,Obligation
April,7,1.64,9,1,,,Obligation
April,7,1.64,5,7,,,Obligation
April,7,1.65,13,1,,,Obligation
April,7,1.65,8,7,,,Obligation
April,1209,0.02,134,2,,,Obligation
April,1209,0.03,127.6,2,,,Obligation
April,1209,0.04,121.6,2,,,Obligation
April,1209,0.05,115.8,2,,,Obligation
April,1209,0.06,110.3,2,,,Obligation
April,1209,0.07,105,2,,,Obligation
April,1209,0.08,100,2,,,Obligation
April,1209,0.31,3.3,4,,,Obligation
April,1209,0.32,3.2,4,,,Obligation
April,1209,0.33,3,4,,,Obligation
April,1209,0.46,3.6,4,,,Obligation
April,1209,0.48,3.7,4,,,Obligation
April,1209,0.5,3.7,4,,,Obligation
April,1209,0.95,19.1,1,,,Obligation
April,1209,1,18.2,1,,,Obligation
April,1209,1,11.6,7,,,Obligation
April,1209,1.03,11.3,7,,,Obligation
April,1209,1.05,17.4,1,,,Obligation
April,1209,1.06,10.9,7,,,Obligation
April,1209,1.09,10.6,7,,,Obligation
April,1209,1.1,16.5,1,,,Obligation
April,1209,1.12,10.3,7,,,Obligation
April,1209,1.15,15.8,1,,,Obligation
April,1209,1.15,10,7,,,Obligation
April,1209,1.2,15,1,,,Obligation
April,1360,1.25,5,1,,,Obligation
April,1360,1.25,5,7,,,Obligation
April,1360,1.3,5,1,,,Obligation
April,1360,1.3,5,7,,,Obligation
April,1740,0.06,100,4,,,Obligation
April,1740,0.08,75,2,,,Obligation
April,1740,0.09,3,4,,,Obligation
April,1740,0.12,3,4,,,Obligation
April,1740,0.15,3,4,,,Obligation
April,1740,0.18,3,4,,,Obligation
April,1740,0.21,3,4,,,Obligation
April,1740,0.24,3,4,,,Obligation
April,1740,0.27,3,4,,,Obligation
April,1740,0.3,3,4,,,Obligation
February 2019 Monthly Offers,,,,,,,Obligation
February,67,0.12,105,2,,,Obligation
February,67,0.16,105,2,,,Obligation
February,67,0.2,105,2,,,Obligation
February,67,0.26,105,2,,,Obligation
February,67,0.32,105,2,,,Obligation
February,67,0.38,105,2,,,Obligation
February,67,0.44,105,2,,,Obligation
February,67,0.5,105,2,,,Obligation
February,67,0.56,105,2,,,Obligation
February,67,0.62,105,2,,,Obligation
February,67,0.68,105,2,,,Obligation
February,67,0.74,105,2,,,Obligation
February,67,0.75,20,4,,,Obligation
February,67,0.85,20,4,,,Obligation
February,67,0.95,20,4,,,Obligation
February,67,1.05,20,4,,,Obligation
February,67,1.15,20,4,,,Obligation
February,67,1.5,23.8,1,,,Obligation
February,67,1.5,6.9,7,,,Obligation
February,67,1.65,25,1,,,Obligation
February,67,1.8,25,1,,,Obligation
February,67,1.8,5,7,,,Obligation
February,67,1.95,25,1,,,Obligation
February,67,2.1,25,1,,,Obligation
February,67,2.1,5,7,,,Obligation
February,67,2.25,25,1,,,Obligation
February,67,2.4,5,7,,,Obligation
February,84,0.01,205,2,,,Obligation
February,1124,0.4,0.1,2,,,Obligation
February,1124,1,0.2,2,,,Obligation
February,1124,1.67,4.6,1,,,Obligation
February,1124,3.25,0.1,1,,,Obligation
February,1124,4,0.6,7,,,Obligation
February,1002,0.1,15.8,4,,,Obligation
February,1002,0.1,34.7,2,,,Obligation
February,39,0.1,200,5,,,Obligation
February,39,0.15,221,5,,,Obligation
February,1099,0.18,50,2,,,Obligation
February,1099,0.19,2,2,,,Obligation
February,1099,0.21,1,2,,,Obligation
February,1099,0.23,25,2,,,Obligation
February,1099,0.23,2,2,,,Obligation
February,1099,0.25,50,2,,,Obligation
February,1099,0.28,25,2,,,Obligation
February,1099,0.44,25,2,,,Obligation
February,1099,0.64,25,2,,,Obligation
February,1099,1.55,50,7,,,Obligation
February,1099,1.69,20,7,,,Obligation
February,1099,2.19,25,1,,,Obligation
February,1153,0,1.1,2,,,Obligation
February,1153,0,0.1,7,,,Obligation
February,1153,0,0.2,4,,,Obligation
February,33,0,2.3,2,,,Obligation
February,1123,1.64,200,1,,,Obligation
February,51,0.05,20,2,,,Obligation
February,51,0.1,15,2,,,Obligation
February,51,0.15,15,2,,,Obligation
February,51,0.2,10,2,,,Obligation
February,51,0.39,17,2,,,Obligation
February,1087,0.05,30,2,,,Obligation
February,1087,0.11,25,2,,,Obligation
February,1087,0.18,20,2,,,Obligation
February,1087,0.24,15,2,,,Obligation
February,1087,0.36,15,2,,,Obligation
February,1087,0.49,10,2,,,Obligation
February,62,0.1,10,2,,,Obligation
February,62,0.15,5,2,,,Obligation
February,62,0.25,15,2,,,Obligation
February,74,0.1,10,2,,,Obligation
February,74,0.15,5,2,,,Obligation
February,74,0.25,15,2,,,Obligation
February,1078,0.05,15,2,,,Obligation
February,1078,0.1,10,2,,,Obligation
February,1078,0.15,10,2,,,Obligation
February,1078,0.2,11,2,,,Obligation
February,1078,0.39,10,2,,,Obligation
February,35,5.61,10,7,,,Obligation
February,35,5.66,10,7,,,Obligation
February,35,5.71,10,7,,,Obligation
February,35,5.76,10,7,,,Obligation
February,35,5.81,10.4,7,,,Obligation
February,432,0.8,5,4,,,Obligation
February,432,1.5,9.5,4,,,Obligation
February,2,0.13,300,2,,,Obligation
February,2,0.14,300,2,,,Obligation
February,2,0.16,50,2,,,Obligation
February,2,0.17,38,2,,,Obligation
February,2,0.18,25,2,,,Obligation
February,2,0.19,25,2,,,Obligation
February,2,0.2,25,2,,,Obligation
February,2,0.21,25,2,,,Obligation
February,2,0.22,25,2,,,Obligation
February,1176,0.2,17.3,2,,,Obligation
February,56,0,2.6,2,,,Obligation
February,1095,1.6,200,1,,,Obligation
February,1095,2.5,202.9,1,,,Obligation
February,1024,0,0.3,2,,,Obligation
February,1177,0.2,4.8,2,,,Obligation
February,285,0.01,387,2,,,Obligation
February,1822,0.2,6,2,,,Obligation
February,1149,0,0.1,2,,,Obligation
February,1172,0.7,100,2,,,Obligation
February,1172,0.8,75,2,,,Obligation
February,1172,3.75,150,5,,,Obligation
February,1029,0.12,15,2,,,Obligation
February,1029,0.15,5,2,,,Obligation
February,1029,0.25,4,2,,,Obligation
February,1029,0.68,2,4,,,Obligation
February,1029,0.7,2,4,,,Obligation
February,1029,0.75,1,4,,,Obligation
February,1029,0.8,1,4,,,Obligation
February,1029,1.6,2,7,,,Obligation
February,1029,1.6,10,1,,,Obligation
February,1029,1.65,1,7,,,Obligation
February,1029,1.65,7,1,,,Obligation
February,1029,1.68,0.5,7,,,Obligation
February,1029,1.68,4,1,,,Obligation
February,1029,1.72,0.5,7,,,Obligation
February,1029,1.72,2,1,,,Obligation
February,1088,0.2,17.1,2,,,Obligation
February,1104,0,0.5,1,,,Obligation
February,1027,1,40,1,,,Obligation
February,1035,0.01,133,2,,,Obligation
February,1121,0.01,10.7,2,,,Obligation
February,1760,0.15,10,2,,,Obligation
February,1760,0.17,10,2,,,Obligation
February,1760,0.21,10,2,,,Obligation
February,1760,1,12.8,2,,,Obligation
February,1061,0.86,35,2,,,Obligation
February,1061,1.06,35,2,,,Obligation
February,1061,1.56,35,2,,,Obligation
February,1061,1.76,35,2,,,Obligation
February,1061,2.06,35,2,,,Obligation
February,1061,2.26,36.5,2,,,Obligation
February,1061,2.35,10,7,,,Obligation
February,1061,2.55,10,7,,,Obligation
February,1061,3.15,10,7,,,Obligation
February,1061,4.15,10,7,,,Obligation
February,1191,1.47,20,7,,,Obligation
February,1191,1.62,25,7,,,Obligation
February,1191,1.74,25,7,,,Obligation
February,1680,0.1,22,2,,,Obligation
February,1680,0.15,22,2,,,Obligation
February,1680,0.3,22.4,2,,,Obligation
February,1069,1.52,150,1,,,Obligation
February,1069,1.64,100,1,,,Obligation
February,1069,1.99,100,1,,,Obligation
February,1069,2.49,50,1,,,Obligation
February,1069,2.99,50,1,,,Obligation
February,1090,0.2,2.3,2,,,Obligation
February,323,1.6,25.4,1,,,Obligation
February,1072,0.01,5.5,1,,,Obligation
February,1072,0.01,0.5,7,,,Obligation
February,1076,1.69,50,7,,,Obligation
February,1076,1.79,55,7,,,Obligation
February,1076,1.87,60,7,,,Obligation
February,1076,1.93,65,7,,,Obligation
February,1076,1.98,70,7,,,Obligation
February,1076,2.06,70,7,,,Obligation
February,1076,2.16,80,7,,,Obligation
February,1076,2.28,80,7,,,Obligation
February,1076,2.43,85,7,,,Obligation
February,1076,2.63,4.6,7,,,Obligation
February,1781,0.75,7.2,4,,,Obligation
February,1128,0.01,15.3,1,,,Obligation
February,1128,0.01,1,4,,,Obligation
February,1128,0.01,5.5,7,,,Obligation
February,1128,0.01,72.3,2,,,Obligation
February,1130,0.01,29.4,2,,,Obligation
February,1131,0.01,26.7,2,,,Obligation
February,1132,0.01,25.9,2,,,Obligation
February,1117,0,5.6,2,,,Obligation
February,1134,0,1.1,1,,,Obligation
February,1138,0.1,2,2,,,Obligation
February,1138,1,8.6,7,,,Obligation
February,1138,2,126.5,1,,,Obligation
February,1137,0.01,25.6,2,,,Obligation
February,1145,0.01,30.9,2,,,Obligation
February,1146,0.01,41.3,2,,,Obligation
February,1214,0,0.5,1,,,Obligation
February,1214,0,0.2,7,,,Obligation
February,1165,0.11,65.1,2,,,Obligation
February,1165,0.16,65.1,2,,,Obligation
February,1165,0.21,65.1,2,,,Obligation
February,1165,0.26,65.1,2,,,Obligation
February,1165,0.31,65.1,2,,,Obligation
February,1165,0.36,65.1,2,,,Obligation
February,1165,0.41,65.1,2,,,Obligation
February,1165,0.46,32.6,2,,,Obligation
February,1165,0.51,32.5,2,,,Obligation
February,1165,0.56,32.6,2,,,Obligation
February,1165,0.61,32.5,2,,,Obligation
February,1165,0.66,32.6,2,,,Obligation
February,1165,0.71,32.5,2,,,Obligation
February,1209,0.45,50,2,,,Obligation
February,1209,0.47,52.5,2,,,Obligation
February,1209,0.49,55.1,2,,,Obligation
February,1209,0.51,57.9,2,,,Obligation
February,1209,0.53,60.8,2,,,Obligation
February,1209,0.55,63.8,2,,,Obligation
February,1209,0.57,67,2,,,Obligation
February,1209,1.05,3,4,,,Obligation
February,1209,1.15,3.2,4,,,Obligation
February,1209,1.25,3.3,4,,,Obligation
February,1209,1.35,3.5,4,,,Obligation
February,1209,1.45,3.6,4,,,Obligation
February,1209,3.45,5,7,,,Obligation
February,1209,3.5,5,1,,,Obligation
February,1209,3.51,5.5,7,,,Obligation
February,1209,3.56,5.5,1,,,Obligation
February,1209,3.57,6.1,7,,,Obligation
February,1209,3.62,6.1,1,,,Obligation
February,1209,3.63,6.7,7,,,Obligation
February,1209,3.68,6.7,1,,,Obligation
February,1209,3.69,7.3,7,,,Obligation
February,1209,3.74,7.3,1,,,Obligation
February,1209,3.75,8.1,7,,,Obligation
February,1209,3.8,8.1,1,,,Obligation
February,1182,1.7,1.4,7,,,Obligation
February,1212,0.15,6.5,2,,,Obligation
February,1199,0.15,6.5,2,,,Obligation
February,1208,1.42,2,2,,,Obligation
February,1208,1.47,2,2,,,Obligation
February,1208,1.52,2,2,,,Obligation
February,1208,1.57,2.7,2,,,Obligation
February,1500,0,0.7,1,,,Obligation
February,1780,0,1.7,1,,,Obligation
February,1901,0.11,20,2,,,Obligation
February,1901,0.17,10,2,,,Obligation
February,1901,0.21,20,2,,,Obligation
February,1901,1,24,2,,,Obligation
February,1863,1.69,25,7,,,Obligation
February,1863,1.95,50,7,,,Obligation
February,1863,2.45,25,7,,,Obligation
March,67,0.15,75,2,,,Obligation
March,67,0.2,75,2,,,Obligation
March,67,0.25,100,2,,,Obligation
March,67,0.3,100,2,,,Obligation
March,67,0.35,100,2,,,Obligation
March,67,0.75,25,4,,,Obligation
March,67,0.85,25,4,,,Obligation
March,67,0.95,25,4,,,Obligation
March,67,1.05,25,4,,,Obligation
March,67,1.65,21.1,1,,,Obligation
March,67,1.7,10,7,,,Obligation
March,67,1.9,25,1,,,Obligation
March,67,2.15,25,1,,,Obligation
March,39,0.1,20,5,,,Obligation
March,39,0.1,220,5,,,Obligation
March,39,0.15,200,5,,,Obligation
March,39,0.2,210,5,,,Obligation
March,39,0.25,201,5,,,Obligation
March,1099,0.6,5,2,,,Obligation
March,1099,0.61,25,2,,,Obligation
March,1099,0.62,5,2,,,Obligation
March,1099,0.63,25,2,,,Obligation
March,1099,0.64,5,2,,,Obligation
March,1099,0.65,5,2,,,Obligation
March,1099,0.68,25,2,,,Obligation
March,1099,0.71,25,2,,,Obligation
March,1099,1.69,20,7,,,Obligation
March,1123,1.62,200,1,,,Obligation
March,1123,1.68,100,1,,,Obligation
March,1601,0.1,20,27,,,Obligation
March,62,0.1,10,2,,,Obligation
March,62,0.15,5,2,,,Obligation
March,62,0.25,15,2,,,Obligation
March,74,0.1,10,2,,,Obligation
March,74,0.15,5,2,,,Obligation
March,74,0.25,15,2,,,Obligation
March,432,0.8,5,4,,,Obligation
March,432,1.5,9.5,4,,,Obligation
March,2,0.1,250,2,,,Obligation
March,2,0.11,250,2,,,Obligation
March,2,0.12,216,2,,,Obligation
March,2,0.13,25,2,,,Obligation
March,2,0.14,25,2,,,Obligation
March,2,0.15,25,2,,,Obligation
March,2,0.16,25,2,,,Obligation
March,2,0.17,25,2,,,Obligation
March,2,0.18,25,2,,,Obligation
March,2,0.19,25,2,,,Obligation
March,1176,0.2,17.3,2,,,Obligation
March,1095,1.52,100,1,,,Obligation
March,1095,1.65,100,1,,,Obligation
March,1095,2,200,1,,,Obligation
March,1095,2.5,202.9,1,,,Obligation
March,1177,0.2,4.8,2,,,Obligation
March,1822,0.2,4,2,,,Obligation
March,1029,0.12,25,2,,,Obligation
March,1029,0.15,5,2,,,Obligation
March,1029,0.25,4,2,,,Obligation
March,1029,0.7,2,4,,,Obligation
March,1029,0.75,2,4,,,Obligation
March,1029,0.8,1,4,,,Obligation
March,1029,0.85,0.5,4,,,Obligation
March,1029,1.6,2,7,,,Obligation
March,1029,1.6,10,1,,,Obligation
March,1029,1.65,1,7,,,Obligation
March,1029,1.65,7,1,,,Obligation
March,1029,1.68,0.5,7,,,Obligation
March,1029,1.68,4,1,,,Obligation
March,1029,1.72,0.5,7,,,Obligation
March,1029,1.72,2,1,,,Obligation
March,1088,0.2,17.1,2,,,Obligation
March,1760,0.13,15,2,,,Obligation
March,1760,0.15,10,2,,,Obligation
March,1760,0.17,10,2,,,Obligation
March,1760,0.21,10,2,,,Obligation
March,1760,0.5,17.8,2,,,Obligation
March,1061,0.56,35,2,,,Obligation
March,1061,0.66,35,2,,,Obligation
March,1061,1.26,35,2,,,Obligation
March,1061,1.46,35,2,,,Obligation
March,1191,1.47,20,7,,,Obligation
March,1191,1.62,25,7,,,Obligation
March,1191,1.74,25,7,,,Obligation
March,1680,0.1,22,2,,,Obligation
March,1680,0.15,22,2,,,Obligation
March,1680,0.3,22.4,2,,,Obligation
March,1069,1.49,100,1,,,Obligation
March,1069,1.74,100,1,,,Obligation
March,1069,2.09,50,1,,,Obligation
March,1069,2.59,50,1,,,Obligation
March,1069,3.09,50,1,,,Obligation
March,1090,0.2,2.3,2,,,Obligation
March,323,1.6,32.5,1,,,Obligation
March,1076,1.64,50,7,,,Obligation
March,1076,1.74,50,7,,,Obligation
March,1076,1.82,50,7,,,Obligation
March,1076,1.88,55,7,,,Obligation
March,1076,1.93,60,7,,,Obligation
March,1076,2.01,65,7,,,Obligation
March,1076,2.11,70,7,,,Obligation
March,1076,2.23,80,7,,,Obligation
March,1076,2.43,85,7,,,Obligation
March,1076,2.73,4.6,7,,,Obligation
March,1781,0.75,10.5,4,,,Obligation
March,1209,0.4,50,2,,,Obligation
March,1209,0.42,52.5,2,,,Obligation
March,1209,0.44,55.1,2,,,Obligation
March,1209,0.46,57.9,2,,,Obligation
March,1209,0.48,60.8,2,,,Obligation
March,1209,0.5,63.8,2,,,Obligation
March,1209,0.52,67,2,,,Obligation
March,1209,1,3,4,,,Obligation
March,1209,1.1,3.2,4,,,Obligation
March,1209,1.2,3.3,4,,,Obligation
March,1209,1.3,3.5,4,,,Obligation
March,1209,1.4,3.6,4,,,Obligation
March,1209,1.5,3.8,4,,,Obligation
March,1209,1.58,12,1,,,Obligation
March,1209,1.64,12,1,,,Obligation
March,1209,1.7,12,1,,,Obligation
March,1209,1.76,12,1,,,Obligation
March,1209,1.82,12,1,,,Obligation
March,1209,1.88,12,1,,,Obligation
March,1209,1.94,12,1,,,Obligation
March,1209,2,12,1,,,Obligation
March,1209,2.06,12,1,,,Obligation
March,1209,2.12,11.6,1,,,Obligation
March,1209,3.5,5,7,,,Obligation
March,1209,3.56,5.5,1,,,Obligation
March,1209,3.56,5.5,7,,,Obligation
March,1209,3.62,6.1,1,,,Obligation
March,1209,3.62,6.1,7,,,Obligation
March,1209,3.68,6.7,1,,,Obligation
March,1209,3.68,6.7,7,,,Obligation
March,1209,3.74,7.3,1,,,Obligation
March,1209,3.74,7.3,7,,,Obligation
March,1209,3.8,8.1,7,,,Obligation
March,1182,1.69,1.4,7,,,Obligation
March,1212,0.3,40,2,,,Obligation
March,1901,0.11,20,2,,,Obligation
March,1901,0.17,10,2,,,Obligation
March,1901,0.21,20,2,,,Obligation
March,1901,1,24,2,,,Obligation
April,67,0.09,75,2,,,Obligation
April,67,0.14,75,2,,,Obligation
April,67,0.19,75,2,,,Obligation
April,67,0.24,100,2,,,Obligation
April,67,0.29,100,2,,,Obligation
April,67,0.34,100,2,,,Obligation
April,67,0.75,25,4,,,Obligation
April,67,0.85,25,4,,,Obligation
April,67,0.95,25,4,,,Obligation
April,67,1.05,25,4,,,Obligation
April,67,1.65,21.1,1,,,Obligation
April,67,1.65,10,7,,,Obligation
April,67,1.85,25,1,,,Obligation
April,67,2.05,25,1,,,Obligation
April,39,0.15,5,5,,,Obligation
April,39,0.4,269,5,,,Obligation
April,1099,0.6,5,2,,,Obligation
April,1099,0.61,25,2,,,Obligation
April,1099,0.62,5,2,,,Obligation
April,1099,0.63,25,2,,,Obligation
April,1099,0.64,5,2,,,Obligation
April,1099,0.65,5,2,,,Obligation
April,1099,0.68,25,2,,,Obligation
April,1099,0.71,25,2,,,Obligation
April,1099,1.67,20,7,,,Obligation
April,1099,2.29,25,1,,,Obligation
April,1123,1.54,200,1,,,Obligation
April,1123,1.65,150,1,,,Obligation
April,1601,0.1,30,27,,,Obligation
April,62,0.1,10,2,,,Obligation
April,62,0.15,5,2,,,Obligation
April,62,0.25,15,2,,,Obligation
April,74,0.1,10,2,,,Obligation
April,74,0.15,5,2,,,Obligation
April,74,0.25,15,2,,,Obligation
April,432,0.8,5,4,,,Obligation
April,432,1.5,9.5,4,,,Obligation
April,2,0.1,250,2,,,Obligation
April,2,0.11,250,2,,,Obligation
April,2,0.12,216,2,,,Obligation
April,2,0.13,25,2,,,Obligation
April,2,0.14,25,2,,,Obligation
April,2,0.15,25,2,,,Obligation
April,2,0.16,25,2,,,Obligation
April,2,0.17,25,2,,,Obligation
April,2,0.18,25,2,,,Obligation
April,2,0.19,25,2,,,Obligation
April,1176,0.2,17.3,2,,,Obligation
April,1095,1.52,100,1,,,Obligation
April,1095,1.65,100,1,,,Obligation
April,1095,2,200,1,,,Obligation
April,1095,2.5,202.9,1,,,Obligation
April,1177,0.2,4.8,2,,,Obligation
April,1822,0.2,4,2,,,Obligation
April,1029,0.12,25,2,,,Obligation
April,1029,0.15,5,2,,,Obligation
April,1029,0.25,4,2,,,Obligation
April,1029,0.7,2,4,,,Obligation
April,1029,0.75,2,4,,,Obligation
April,1029,0.8,1,4,,,Obligation
April,1029,0.85,0.5,4,,,Obligation
April,1029,1.6,2,7,,,Obligation
April,1029,1.6,10,1,,,Obligation
April,1029,1.65,1,7,,,Obligation
April,1029,1.65,7,1,,,Obligation
April,1029,1.68,0.5,7,,,Obligation
April,1029,1.68,4,1,,,Obligation
April,1029,1.72,0.5,7,,,Obligation
April,1029,1.72,2,1,,,Obligation
April,1088,0.2,17.1,2,,,Obligation
April,1760,0.11,15,2,,,Obligation
April,1760,0.15,10,2,,,Obligation
April,1760,0.17,10,2,,,Obligation
April,1760,0.19,10,2,,,Obligation
April,1061,0.36,35,2,,,Obligation
April,1061,0.56,35,2,,,Obligation
April,1191,1.47,20,7,,,Obligation
April,1191,1.62,25,7,,,Obligation
April,1191,1.74,25,7,,,Obligation
April,1680,0.1,22,2,,,Obligation
April,1680,0.15,22,2,,,Obligation
April,1680,0.3,22.4,2,,,Obligation
April,1069,1.49,100,1,,,Obligation
April,1069,1.84,100,1,,,Obligation
April,1069,2.19,50,1,,,Obligation
April,1069,2.69,50,1,,,Obligation
April,1069,3.19,50,1,,,Obligation
April,1090,0.2,2.3,2,,,Obligation
April,323,1.6,40.8,1,,,Obligation
April,1076,1.64,50,7,,,Obligation
April,1076,1.74,50,7,,,Obligation
April,1076,1.82,50,7,,,Obligation
April,1076,1.93,50,7,,,Obligation
April,1076,2.01,50,7,,,Obligation
April,1076,2.11,50,7,,,Obligation
April,1076,2.23,50,7,,,Obligation
April,1076,2.43,60,7,,,Obligation
April,1076,2.73,62.7,7,,,Obligation
April,1781,0.75,9.9,4,,,Obligation
April,1209,0.4,50,2,,,Obligation
April,1209,0.42,52.5,2,,,Obligation
April,1209,0.44,55.1,2,,,Obligation
April,1209,0.46,57.9,2,,,Obligation
April,1209,0.48,60.8,2,,,Obligation
April,1209,0.5,63.8,2,,,Obligation
April,1209,0.52,67,2,,,Obligation
April,1209,0.95,3,4,,,Obligation
April,1209,1.05,3.2,4,,,Obligation
April,1209,1.15,3.3,4,,,Obligation
April,1209,1.25,3.5,4,,,Obligation
April,1209,1.35,3.6,4,,,Obligation
April,1209,1.45,3.8,4,,,Obligation
April,1209,1.64,14.3,1,,,Obligation
April,1209,1.7,11,1,,,Obligation
April,1209,1.76,11,1,,,Obligation
April,1209,1.82,11,1,,,Obligation
April,1209,1.88,11,1,,,Obligation
April,1209,1.94,11,1,,,Obligation
April,1209,2,11,1,,,Obligation
April,1209,2.06,11,1,,,Obligation
April,1209,2.12,11,1,,,Obligation
April,1209,2.18,11,1,,,Obligation
April,1209,3.55,5,7,,,Obligation
April,1209,3.56,5.5,1,,,Obligation
April,1209,3.61,5.5,7,,,Obligation
April,1209,3.62,6.1,1,,,Obligation
April,1209,3.67,6.1,7,,,Obligation
April,1209,3.68,6.7,1,,,Obligation
April,1209,3.73,6.7,7,,,Obligation
April,1209,3.74,7.3,1,,,Obligation
April,1209,3.79,7.3,7,,,Obligation
April,1209,3.85,8.1,7,,,Obligation
April,1182,1.69,1.4,7,,,Obligation
April,1212,0.3,40,2,,,Obligation
April,1901,0.11,20,2,,,Obligation
April,1901,0.13,20,2,,,Obligation
April,1901,0.17,10,2,,,Obligation
April,1901,0.21,20,2,,,Obligation
April,1901,1,24,2,,,Obligation
February,93,,,1,0.01,144.0,Spot
February,67,,,2,0.01,546.0,Spot
February,67,,,2,0.01,278.3,Spot
February,67,,,2,0.01,235.0,Spot
February,67,,,2,0.01,234.8,Spot
February,67,,,7,0.01,7.0,Spot
February,67,,,4,0.01,153.4,Spot
February,67,,,4,0.01,40.6,Spot
February,67,,,7,0.01,8.0,Spot
February,67,,,1,0.01,44.7,Spot
February,67,,,1,0.01,45.7,Spot
February,67,,,1,0.01,39.6,Spot
February,67,,,1,0.01,39.7,Spot
February,67,,,1,0.01,27.6,Spot
February,67,,,1,0.01,38.8,Spot
February,67,,,1,0.01,15.0,Spot
February,67,,,1,0.01,38.9,Spot
February,67,,,1,0.01,3.6,Spot
February,67,,,1,0.01,8.6,Spot
February,84,,,2,0.01,68.6,Spot
February,1187,,,4,0.0,52.3,Spot
February,1124,,,2,0.0,4.4,Spot
February,39,,,5,0.1,376.2,Spot
February,1320,,,7,0.01,563.0,Spot
February,1320,,,1,0.01,179.7,Spot
February,1320,,,2,0.01,842.5,Spot
February,1320,,,2,0.01,6.8,Spot
February,1320,,,2,0.01,1.0,Spot
February,1320,,,2,0.01,5.7,Spot
February,1320,,,2,0.01,6.0,Spot
February,1320,,,2,0.01,0.6,Spot
February,1320,,,2,0.01,3.1,Spot
February,1085,,,2,0.0,24.6,Spot
February,1099,,,2,0.01,284.0,Spot
February,1099,,,7,0.01,84.4,Spot
February,1099,,,7,0.01,71.0,Spot
February,1099,,,2,0.01,180.9,Spot
February,1099,,,2,0.01,4.3,Spot
February,1099,,,2,0.01,1.6,Spot
February,1099,,,7,0.01,454.9,Spot
February,1099,,,8,0.1,25.0,Spot
February,1099,,,2,1.5,1.3,Spot
February,1153,,,7,0.0,0.4,Spot
February,1153,,,1,0.0,4.7,Spot
February,1153,,,4,0.0,1.4,Spot
February,1153,,,2,0.0,0.5,Spot
February,1153,,,1,0.0,1.6,Spot
February,33,,,2,0.0,1.3,Spot
February,1123,,,1,0.0,351.4,Spot
February,1123,,,1,0.0,10.0,Spot
February,1123,,,2,0.0,108.1,Spot
February,1123,,,2,0.0,35.0,Spot
February,51,,,2,0.01,38.3,Spot
February,1087,,,2,0.01,67.3,Spot
February,62,,,2,0.01,18.8,Spot
February,74,,,2,0.01,18.8,Spot
February,1078,,,2,0.01,28.5,Spot
February,35,,,7,0.01,50.4,Spot
February,432,,,4,0.0,192.8,Spot
February,432,,,4,0.0,350.6,Spot
February,432,,,4,0.25,10.0,Spot
February,432,,,4,0.41,9.4,Spot
February,432,,,4,0.65,0.1,Spot
February,2,,,2,0.01,109.3,Spot
February,2,,,2,0.02,329.4,Spot
February,1176,,,2,0.01,12.2,Spot
February,1176,,,2,0.01,5.1,Spot
February,8,,,2,0.0,170.3,Spot
February,8,,,1,0.0,60.2,Spot
February,284,,,1,0.0,10.0,Spot
February,284,,,1,0.0,16.6,Spot
February,284,,,4,0.0,40.3,Spot
February,284,,,4,0.0,48.6,Spot
February,1095,,,1,0.0,295.9,Spot
February,1177,,,2,0.01,4.8,Spot
February,285,,,2,0.01,236.2,Spot
February,285,,,2,0.01,399.8,Spot
February,1822,,,2,0.0,6.0,Spot
February,1213,,,7,0.0,5.0,Spot
February,1213,,,2,0.0,4.0,Spot
February,1172,,,2,0.16,192.8,Spot
February,1172,,,7,0.16,2.6,Spot
February,1172,,,5,3.76,150.0,Spot
February,1228,,,2,0.0,0.1,Spot
February,1029,,,1,0.0,18.3,Spot
February,1029,,,2,0.01,1.1,Spot
February,1029,,,7,0.01,0.6,Spot
February,1029,,,2,0.01,1.5,Spot
February,1029,,,2,0.01,1.0,Spot
February,1029,,,2,0.01,1.6,Spot
February,1029,,,4,0.01,1.8,Spot
February,1029,,,2,0.01,2.0,Spot
February,1029,,,7,0.01,1.5,Spot
February,1029,,,2,0.01,1.2,Spot
February,1088,,,2,0.01,4.3,Spot
February,1088,,,2,0.01,3.4,Spot
February,1088,,,2,0.01,3.5,Spot
February,1088,,,2,0.01,4.0,Spot
